Período;Região;Entidade;Localização Geográfica;Nº Consultas Médicas Presenciais (QT);Nº de Consultas Médicas Não Presenciais ou Inespecíficas (Qt);Nº de Consultas Médicas ao Domicílio (Qt)
2015-09;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;29324;15463.0;336.0
2015-09;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;21053;12007.0;203.0
2015-09;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;34980;18351.0;388.0
2015-10;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;56566;33069.0;438.0
2015-10;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;14587;7156.0;17.0
2015-10;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;53135;18933.0;802.0
2015-10;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;26534;10867.0;229.0
2015-10;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;23889;15102.0;248.0
2015-10;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;36302;15043.0;275.0
2015-10;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;37874;7831.0;438.0
2015-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;26226;10162.0;421.0
2015-10;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;16381;6314.0;211.0
2015-10;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;36187;13486.0;331.0
2015-10;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;38727;17722.0;527.0
2015-11;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;27357;12750.0;494.0
2015-11;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;33824;10743.0;245.0
2015-11;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;22676;15079.0;176.0
2015-11;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;62908;19351.0;555.0
2015-11;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;22016;9006.0;282.0
2015-11;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;36732;17816.0;436.0
2015-11;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;33702;16357.0;384.0
2015-12;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;30956;17290.0;322.0
2015-12;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;24241;12275.0;362.0
2015-12;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;31313;11090.0;250.0
2015-12;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;63755;27705.0;438.0
2015-12;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;11155;5553.0;9.0
2015-12;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;20996;8577.0;167.0
2015-12;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;30145;8133.0;341.0
2015-12;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;45786;11831.0;303.0
2015-12;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;26396;13551.0;309.0
2015-12;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;32824;17501.0;366.0
2015-12;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;23032;13721.0;284.0
2015-12;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;29340;10699.0;284.0
2015-12;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;32995;14230.0;388.0
2016-01;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;22119;14124.0;188.0
2016-01;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;45726;16894.0;233.0
2016-01;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;25976;5960.0;126.0
2016-01;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;34117;14276.0;240.0
2016-01;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;27203;8573.0;133.0
2016-02;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;26011;12243.0;322.0
2016-02;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;74460;28032.0;502.0
2016-02;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;25491;8863.0;177.0
2016-02;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;36308;12500.0;251.0
2016-02;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;33244;12766.0;321.0
2016-02;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;31149;14535.0;366.0
2016-02;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;22966;7927.0;293.0
2016-02;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;37822;19304.0;465.0
2016-03;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;28524;8559.0;170.0
2016-03;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;11100;4446.0;130.0
2016-03;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;27467;10028.0;252.0
2016-03;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;23931;14637.0;235.0
2016-03;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;59323;21841.0;618.0
2016-03;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;16429;5975.0;208.0
2016-04;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;25169;11697.0;287.0
2016-04;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;36680;11967.0;286.0
2016-04;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;37360;7339.0;197.0
2016-04;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;20311;10071.0;294.0
2016-04;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;20266;8869.0;317.0
2016-04;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;24673;12738.0;388.0
2016-04;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;33633;17579.0;397.0
2016-05;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;76902;30335.0;561.0
2016-05;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;35393;14392.0;273.0
2016-05;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;38749;7919.0;192.0
2016-05;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;35670;9626.0;378.0
2016-05;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;36401;13710.0;266.0
2016-05;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;31170;9309.0;285.0
2016-05;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;58286;22752.0;648.0
2016-05;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;56995;24652.0;771.0
2016-05;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;16164;6632.0;225.0
2016-05;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;21784;11893.0;316.0
2016-05;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;37564;15873.0;421.0
2016-06;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;22840;7768.0;121.0
2016-06;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;73128;29658.0;576.0
2016-06;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;12460;5574.0;43.0
2016-06;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;24133;10012.0;143.0
2016-06;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;21764;15013.0;174.0
2016-06;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;24297;6212.0;79.0
2016-06;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;25161;8542.0;153.0
2016-06;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;30700;9068.0;398.0
2016-06;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;41916;13285.0;323.0
2016-06;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;47854;12341.0;221.0
2016-06;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;52169;22276.0;559.0
2016-06;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;52673;23733.0;803.0
2016-06;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;20670;8650.0;209.0
2016-06;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;28319;15247.0;372.0
2016-06;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;22363;8978.0;301.0
2016-06;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;23352;13775.0;399.0
2016-06;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;29470;15276.0;438.0
2016-06;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;34443;15317.0;444.0
2016-07;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;31048;16759.0;297.0
2016-07;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;33888;11057.0;268.0
2016-07;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;9902;4141.0;80.0
2016-07;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;12071;5270.0;15.0
2016-07;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;47132;16765.0;645.0
2016-07;Região de Saúde LVT;ACES Estuário do Tejo;38.9528113,-8.9911154;33052;7214.0;128.0
2016-07;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;29768;9565.0;365.0
2016-07;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;27165;7915.0;239.0
2016-07;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;48741;22507.0;618.0
2016-07;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;17111;9650.0;206.0
2016-07;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;23747;13340.0;303.0
2016-07;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;18321;8578.0;268.0
2016-07;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;31890;14394.0;362.0
2016-08;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;30870;18456.0;301.0
2016-08;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;14027;7365.0;91.0
2016-08;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;20988;12080.0;219.0
2016-08;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;24742;8643.0;121.0
2016-08;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;48040;18465.0;571.0
2016-08;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;18242;14071.0;102.0
2016-08;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4173;2929.0;3.0
2016-08;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;30468;13984.0;202.0
2016-08;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;13864;6675.0;172.0
2016-08;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;23247;14271.0;290.0
2016-08;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;17384;9048.0;207.0
2016-09;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;10117;4871.0;93.0
2016-09;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;15437;7050.0;160.0
2016-09;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;31363;14994.0;492.0
2016-09;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;19929;11586.0;280.0
2016-09;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;15028;6950.0;163.0
2016-09;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;21180;11969.0;222.0
2016-10;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;61225;37092.0;438.0
2016-10;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;73600;31565.0;593.0
2016-10;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;50030;20016.0;762.0
2016-10;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;25814;7023.0;86.0
2016-10;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;31637;14100.0;235.0
2016-10;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;27685;7313.0;161.0
2016-10;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;34732;15601.0;290.0
2016-10;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;43598;15201.0;324.0
2016-10;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;23552;9774.0;290.0
2016-10;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;15142;6950.0;186.0
2016-10;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;37679;22299.0;415.0
2016-10;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;35359;17588.0;391.0
2016-11;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;11031;4745.0;96.0
2016-11;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5250;3274.0;6.0
2016-11;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;51293;17714.0;449.0
2016-11;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;37402;15632.0;248.0
2016-11;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;40834;10987.0;232.0
2016-11;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;36137;9397.0;404.0
2016-11;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;32778;15094.0;590.0
2016-11;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;23979;9768.0;308.0
2016-11;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;29771;13728.0;469.0
2016-12;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;21461;7420.0;96.0
2016-12;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4181;2949.0;4.0
2016-12;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;28875;12389.0;253.0
2016-12;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;31986;14110.0;227.0
2016-12;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;33377;9411.0;238.0
2016-12;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;40618;13021.0;313.0
2016-12;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;46058;24159.0;639.0
2016-12;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;12855;5770.0;152.0
2016-12;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;33094;18791.0;336.0
2016-12;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;24639;11674.0;421.0
2017-01;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;39302;20938.0;455.0
2017-01;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;25430;8891.0;121.0
2017-01;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;16007;6702.0;11.0
2017-01;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;26865;10511.0;190.0
2017-01;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;38058;8475.0;536.0
2017-01;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;50442;13915.0;346.0
2017-01;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;26672;9530.0;464.0
2017-01;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;25658;10560.0;311.0
2017-01;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;22646;12075.0;330.0
2017-01;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;31809;16790.0;508.0
2017-01;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;35639;19311.0;547.0
2017-01;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;27781;15376.0;410.0
2017-01;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;34614;17665.0;385.0
2017-02;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;34304;16760.0;381.0
2017-02;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4695;2784.0;6.0
2017-02;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;52597;20244.0;534.0
2017-02;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;50179;21392.0;752.0
2017-02;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;24395;13212.0;345.0
2017-02;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;28800;13986.0;294.0
2017-03;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;18931;7136.0;121.0
2017-03;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;43713;12616.0;290.0
2017-03;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;86875;32397.0;691.0
2017-03;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;57843;20959.0;755.0
2017-03;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;65809;21909.0;572.0
2017-03;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;38651;10362.0;327.0
2017-03;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;50900;14205.0;316.0
2017-03;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;37843;14178.0;261.0
2017-03;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;36370;10875.0;261.0
2017-03;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;36672;16015.0;579.0
2017-03;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;36799;14647.0;358.0
2017-03;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;26137;9751.0;312.0
2017-03;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;31789;14339.0;438.0
2017-03;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;23557;10604.0;335.0
2017-04;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;22904;11862.0;280.0
2017-04;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;33352;9100.0;232.0
2017-04;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;26628;8466.0;175.0
2017-04;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;44538;21519.0;589.0
2017-04;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;13600;5404.0;129.0
2017-04;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;27358;12083.0;416.0
2017-04;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;15636;10294.0;249.0
2017-04;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;25122;13715.0;356.0
2017-04;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;32806;18158.0;314.0
2017-05;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;26100;14414.0;302.0
2017-05;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;36820;12491.0;243.0
2017-05;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;51098;21038.0;642.0
2017-05;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;23275;16493.0;198.0
2017-05;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;34107;14151.0;262.0
2017-05;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;27855;11083.0;169.0
2017-05;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;53208;15895.0;248.0
2017-05;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;51203;13546.0;193.0
