Período;Região;Entidade;Localização Geográfica;Utentes Inscritos com Hipertensão Arterial, com pressão arterial inferior a 150/90 mmHg nos últimos 6 meses;Hipertensos < 65 Anos, com Pressão Arterial < 150/90
2015-12;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;15016;52.0738
2015-12;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;7230;37.42042
2015-12;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;10467;39.58026
2015-12;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;6413;46.73858
2015-12;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;3178;34.00385
2016-01;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;1835;11.93496
2016-01;Região de Saúde Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;1593;13.32831
2016-01;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;2772;18.75254
2016-01;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;4654;19.37391
2016-01;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;1971;14.52469
2016-01;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;1537;16.69382
2016-01;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;1253;9.20308
2016-01;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;1918;10.46658
2016-01;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;1287;7.92536
2016-01;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;2292;9.27034
2016-01;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;1741;9.57119
2016-01;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;1510;10.9175
2016-01;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;313;9.4192
2016-02;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;3329;21.51629
2016-02;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;1954;27.2905
2016-02;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;2800;30.08812
2016-02;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;4300;26.26756
2016-02;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;3681;14.63502
2016-02;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;2221;15.57831
2016-02;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;2083;16.51733
2016-02;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;6334;20.0678
2016-02;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1189;18.92107
2016-02;Região de Saúde do Centro;ACES Cova da Beira;40.2677741,-7.4995083;679;11.21758
2016-03;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;717;22.29478
2016-03;Região de Saúde Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;2649;34.60483
2016-03;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;3446;31.64952
2016-03;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;3956;40.72473
2016-03;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;6522;44.01998
2016-03;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;6394;45.14899
2016-03;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;4213;35.05867
2016-03;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;6437;38.98377
2016-03;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;3261;23.47901
2016-03;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;2237;19.33449
2016-03;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;6185;33.4234
2016-04;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;895;27.17061
2016-04;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;2497;27.6584
2016-04;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;7839;54.88343
2016-04;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;5703;56.92185
2016-04;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;9818;35.38656
2016-04;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;2931;24.9553
2016-04;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;875;25.64478
2016-05;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1781;16.02195
2016-05;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;5030;47.59201
2016-05;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;5877;59.43568
2016-05;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;8949;62.24092
2016-05;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;7915;56.99165
2016-05;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;6619;65.53465
2016-05;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;8882;68.74613
2016-05;Região de Saúde LVT;ACES Arco Ribeirinho;38.6672076,-9.0543329;4667;32.97301
2016-05;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;7320;38.59131
2016-05;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;6409;44.61849
2016-06;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;2055;18.31714
2016-06;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;5544;52.15428
2016-06;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;4896;42.71879
2016-06;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;5975;62.66387
2016-06;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;8662;62.12882
2016-06;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;10333;61.39996
2016-06;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;7341;38.47081
2016-06;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;5158;38.52704
2016-06;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;7998;30.6085
2016-06;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;2740;42.54658
2016-06;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;8605;40.14275
2016-07;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;1120;9.76205
2016-07;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;1160;10.41854
2016-07;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;1554;15.67797
2016-07;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;1859;18.23264
2016-07;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;2210;13.71734
2016-07;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;1855;15.1231
2016-07;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;2097;12.33892
2016-07;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;2903;17.00545
2016-07;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;1139;8.76963
2016-07;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;111;0.93043
2016-07;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;1165;7.89028
2016-07;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;1869;9.89465
2016-07;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;1282;7.64597
2016-07;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;2248;10.43834
2016-07;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;269;7.7477
2016-07;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;964;8.15567
2016-08;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;994;8.73002
2016-08;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;4760;25.92169
2016-08;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;4118;31.69643
2016-08;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;3458;17.97391
2016-08;Região de Saúde LVT;ACES Lisboa Norte;38.7396924,-9.168506;2209;14.89749
2016-08;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;2892;17.83864
2016-08;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;3114;12.07632
2016-08;Região de Saúde LVT;ACES Amadora;38.7573081,-9.23429;2136;16.47131
2016-08;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;5241;17.60024
2016-08;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1098;16.94968
2016-08;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;6579;20.26053
2016-09;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;767;21.78977
2016-09;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;3339;20.06369
2016-09;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;4848;30.34742
2016-09;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;2920;25.31865
2016-09;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;3305;29.47472
2016-09;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;2619;35.1827
2016-09;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;5432;38.89724
2016-09;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;6292;37.13409
2016-09;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;5816;33.82969
2016-09;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;8156;47.45447
2016-09;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;3824;22.50206
2016-09;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1577;24.19825
2016-10;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;14936;59.66763
2016-10;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;8744;55.39787
2016-10;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;8124;50.1234
2016-10;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;4347;34.70105
2016-10;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;3580;24.75795
2016-11;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;1921;16.68694
2016-11;Região de Saúde Norte;ACES Cávado II - Gerês e Cabreira;41.6298661,-8.3596897;6611;59.13238
2016-11;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;7181;69.63732
2016-11;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;9415;72.06828
2016-11;Região de Saúde Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;4851;51.47496
2016-11;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;8858;55.11106
2016-11;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;8726;50.16961
2016-11;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;11802;68.36587
2016-11;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;3994;32.45835
2016-11;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;15190;46.42562
2016-12;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;3239;34.28965
2016-12;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;2080;17.94186
2016-12;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1315;36.45689
2016-12;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;14349;50.0628
2016-12;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;18473;73.58588
2016-12;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;11505;55.10849
2016-12;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;6993;70.63636
2016-12;Região de Saúde do Alentejo;ACES Baixo Alentejo;38.0153039,-7.8627308;4721;40.53752
2016-12;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;10556;54.73968
2016-12;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;5902;60.63283
2016-12;Região de Saúde LVT;ACES Médio Tejo;39.478072,-8.5404429;7797;40.26336
2016-12;Região de Saúde LVT;ACES Oeste Norte;39.410844,-9.1396215;7274;49.2952
2016-12;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;5909;54.58661
2016-12;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;9494;54.41311
2016-12;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;10884;68.51316
2017-01;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;1952;12.8126
2017-01;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;1836;18.91419
2017-01;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;1852;12.21153
2017-02;Região de Saúde do Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;885;8.0785
2017-02;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;570;18.03797
2017-02;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;2355;22.25898
2017-02;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;2720;16.72817
2017-02;Região de Saúde Norte;ACES Ave - Famalicão;41.3835805,-8.4157518;2789;29.58523
2017-02;Região de Saúde do Centro;ACES Baixo Mondego;40.2150023,-8.4071805;5215;18.00884
2017-02;Região de Saúde do Centro;ACES Baixo Vouga;40.6405055,-8.6537539;6445;20.67959
2017-02;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;2694;29.25081
2017-02;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;3702;27.91434
2017-02;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;3219;32.92084
2017-02;Região de Saúde Norte;ACES Grande Porto VIII - Espinho/Gaia;41.0022421,-8.642018;4193;26.17027
2017-02;Região de Saúde Norte;ACES Matosinhos;41.1918541,-8.6590693;3651;24.04505
2017-03;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;12037;49.84471
2017-03;Região de Saúde Norte;ACES Alto Trás-os-Montes - Nordeste;41.8069684,-6.7587977;3509;32.91436
2017-03;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;6542;35.7995
2017-03;Região de Saúde Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;3922;42.24017
2017-03;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;2882;40.12251
2017-03;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;4265;36.19621
2017-03;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;3881;29.50882
2017-03;Região de Saúde LVT;ACES Sintra;38.7519209,-9.2753636;5744;22.21277
2017-04;Região de Saúde do Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;4009;24.20017
2017-04;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;9622;35.29584
2017-04;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;2732;22.95413
2017-04;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;3528;48.91169
2017-04;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;5677;57.24513
2017-04;Região de Saúde LVT;ACES Lisboa Central;38.7306317,-9.1510414;4208;25.50458
2017-04;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;837;24.8368
2017-04;Região de Saúde do Alentejo;ACES São Mamede;39.2967086,-7.4284755;4430;42.67412
2017-04;Região de Saúde Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;7304;43.00265
2017-05;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;2988;32.32717
2017-05;Região de Saúde do Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;1363;37.53787
2017-05;Região de Saúde Norte;ACES Alto Minho;41.7056054,-8.8252713;9945;49.46531
2017-05;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;9434;63.95065
2017-05;Região de Saúde do Centro;ACES Dão Lafões;40.6565861,-7.9124712;9334;50.28553
2017-05;Região de Saúde Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;7742;57.28026
2017-05;Região de Saúde Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;5958;49.9204
2017-05;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;5165;38.68914
2017-05;Região de Saúde do Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;4062;34.47632
2017-05;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;8000;37.67543
2017-05;Região de Saúde Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;10889;63.61884
2017-06;Região de Saúde do Alentejo;ACES Alentejo Central;38.8442031,-7.5826619;7505;47.77516
2017-06;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;3281;35.32135
2017-06;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;5770;34.49719
2017-06;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;2573;40.41784
2017-06;Região de Saúde Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;10255;69.11309
2017-06;Região de Saúde Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;4407;60.42781
2017-06;Região de Saúde Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;6586;70.38581
2017-06;Região de Saúde Norte;ACES Grande Porto I - Santo Tirso e Trofa;41.3469246,-8.4822648;7322;72.84123
2017-06;Região de Saúde Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;10535;66.62661
2017-06;Região de Saúde Norte;ACES Grande Porto III - Maia e Valongo;41.2333945,-8.6187474;12025;67.07011
2017-06;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;4214;35.14302
2017-06;Região de Saúde LVT;ACES Lezíria;39.2371689,-8.6908895;8178;42.6849
2017-06;Região de Saúde LVT;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;6779;43.28311
2017-06;Região de Saúde LVT;ACES Oeste Sul;39.0917759,-9.2600341;5698;42.43056
2017-07;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;1154;9.56565
2017-07;Região de Saúde do Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;291;8.56638
2017-07;Região de Saúde LVT;ACES Almada-Seixal;38.6678522,-9.1875777;2730;9.85488
2017-07;Região de Saúde LVT;ACES Arrábida;38.5324373,-8.8627453;1286;7.64975
2017-07;Região de Saúde LVT;ACES Cascais;38.69904,-9.3818008;534;4.23306
2017-07;Região de Saúde LVT;ACES Loures-Odivelas;38.8012718,-9.1137868;1669;6.58876
2017-07;Região de Saúde do Alentejo;ACES Alentejo Litoral;38.3841359,-8.5132031;731;7.83746
2017-07;Região de Saúde Norte;ACES Cávado III - Barcelos e Esposende;41.5317419,-8.6178922;2407;16.58285
2017-07;Região de Saúde Norte;ACES Grande Porto IV - Póvoa do Varzim e Vila do Conde;41.355519,-8.746653;2327;18.35463
2017-07;Região de Saúde Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;2815;17.82548
2017-08;Região de Saúde Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;7989;32.42815
2017-08;Região de Saúde do Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;1086;16.96345
2017-08;Região de Saúde do Centro;ACES Pinhal Litoral;39.7495331,-8.807683;3870;17.94907
2017-08;Região de Saúde do Centro;ACES Guarda;40.5353285,-7.2724426;1932;15.93796
